unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,address_type,city,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,park_facility_name,park_borough,latitude,longitude,location,intersection_street_1,intersection_street_2,taxi_pick_up_location
34437053,2016-09-29T21:06:20.000,2016-09-29T21:42:50.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10019,785 9 AVENUE,9 AVENUE,WEST 52 STREET,WEST 53 STREET,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T05:06:20.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-29T21:42:50.000,04 MANHATTAN,MANHATTAN,987603,217967,Unspecified,MANHATTAN,40.76494484979438,-73.98789577489536,"{'type': 'Point', 'coordinates': [-73.98789577489536, 40.76494484979438]}",,,
34431804,2016-09-29T21:06:07.000,2016-10-06T10:47:14.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10455,585 TINTON AVENUE,TINTON AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-06T10:47:14.000,01 BRONX,BRONX,1010277,235744,Unspecified,BRONX,40.81370023715671,-73.90597449589764,"{'type': 'Point', 'coordinates': [-73.90597449589764, 40.81370023715671]}",,,
34430920,2016-09-29T21:06:07.000,2016-10-06T10:47:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10455,585 TINTON AVENUE,TINTON AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-06T10:47:14.000,01 BRONX,BRONX,1010277,235744,Unspecified,BRONX,40.81370023715671,-73.90597449589764,"{'type': 'Point', 'coordinates': [-73.90597449589764, 40.81370023715671]}",,,
34433223,2016-09-29T21:06:02.000,2016-09-30T00:01:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1255 WEBSTER AVENUE,WEBSTER AVENUE,EAST 168 STREET,EAST 169 STREET,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:06:02.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T00:01:52.000,04 BRONX,BRONX,1009383,242809,Unspecified,BRONX,40.833094237517365,-73.9091777076508,"{'type': 'Point', 'coordinates': [-73.9091777076508, 40.833094237517365]}",,,
34431307,2016-09-29T21:06:01.000,2016-09-30T00:01:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1255 WEBSTER AVENUE,WEBSTER AVENUE,EAST 168 STREET,EAST 169 STREET,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:06:01.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T00:01:52.000,04 BRONX,BRONX,1009383,242809,Unspecified,BRONX,40.833094237517365,-73.9091777076508,"{'type': 'Point', 'coordinates': [-73.9091777076508, 40.833094237517365]}",,,
34435430,2016-09-29T21:05:43.000,2016-10-06T16:43:23.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11373,40-50 DENMAN STREET,DENMAN STREET,ELMHURST AVENUE,WHITNEY AVENUE,ADDRESS,ELMHURST,N/A,Closed,2016-10-29T21:05:43.000,"The Department of Transportation will inspect the complaint location  and notify the property owner within 180 days if a defective sidewalk condition exists.   The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2016-10-06T16:43:23.000,04 QUEENS,QUEENS,1018495,211574,Unspecified,QUEENS,40.747332021515504,-73.87640926401075,"{'type': 'Point', 'coordinates': [-73.87640926401075, 40.747332021515504]}",,,
34433222,2016-09-29T21:05:27.000,2016-09-30T00:01:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1255 WEBSTER AVENUE,WEBSTER AVENUE,EAST 168 STREET,EAST 169 STREET,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:05:27.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T00:01:53.000,04 BRONX,BRONX,1009383,242809,Unspecified,BRONX,40.833094237517365,-73.9091777076508,"{'type': 'Point', 'coordinates': [-73.9091777076508, 40.833094237517365]}",,,
34433121,2016-09-29T21:05:22.000,2016-09-29T21:26:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11370,,,,,INTERSECTION,EAST ELMHURST,Precinct,Closed,2016-09-30T05:05:22.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2016-09-29T21:26:34.000,03 QUEENS,QUEENS,1014356,215126,Unspecified,QUEENS,40.75709641452947,-73.89133105990379,"{'type': 'Point', 'coordinates': [-73.89133105990379, 40.75709641452947]}",32 AVENUE,76 STREET,
34435848,2016-09-29T21:05:13.000,2016-10-05T07:59:50.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11235,3126 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,,,ADDRESS,BROOKLYN,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-05T07:59:50.000,13 BROOKLYN,BROOKLYN,995418,150530,Unspecified,BROOKLYN,40.57983909026725,-73.95979560582175,"{'type': 'Point', 'coordinates': [-73.95979560582175, 40.57983909026725]}",,,
34437019,2016-09-29T21:04:49.000,2016-09-30T00:01:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1255 WEBSTER AVENUE,WEBSTER AVENUE,EAST 168 STREET,EAST 169 STREET,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:04:49.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-30T00:01:54.000,04 BRONX,BRONX,1009383,242809,Unspecified,BRONX,40.833094237517365,-73.9091777076508,"{'type': 'Point', 'coordinates': [-73.9091777076508, 40.833094237517365]}",,,
34431420,2016-09-29T21:04:20.000,2016-09-29T21:30:57.000,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,Street/Sidewalk,10026,2125 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,WEST 114 STREET,WEST 115 STREET,ADDRESS,NEW YORK,N/A,Closed,2016-09-29T22:04:20.000,The individual was found and outreach assistance was offered.,2016-09-29T21:30:57.000,10 MANHATTAN,MANHATTAN,996437,232053,Unspecified,MANHATTAN,40.80359939887022,-73.95597976101979,"{'type': 'Point', 'coordinates': [-73.95597976101979, 40.80359939887022]}",,,
34432609,2016-09-29T21:04:01.000,2016-09-30T00:06:11.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,11221,467 JEFFERSON AVENUE,JEFFERSON AVENUE,THROOP AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,N/A,Closed,2016-10-09T21:04:01.000,"The Department of Transportation inspected the condition and issued a summons to the responsible party.  A re-inspection will be done within 10 days.  If the condition still exists, a second summons will be issued.  In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2016-09-30T00:06:11.000,03 BROOKLYN,BROOKLYN,1001052,188669,Unspecified,BROOKLYN,40.68451364371473,-73.93941846104678,"{'type': 'Point', 'coordinates': [-73.93941846104678, 40.68451364371473]}",,,
34431357,2016-09-29T21:03:12.000,2016-09-29T22:18:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,2260 CROTONA AVENUE,CROTONA AVENUE,GROTE STREET,EAST 183 STREET,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:03:12.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-29T22:18:34.000,06 BRONX,BRONX,1015998,249425,Unspecified,BRONX,40.85123190691196,-73.88524200401147,"{'type': 'Point', 'coordinates': [-73.88524200401147, 40.85123190691196]}",,,
34439807,2016-09-29T21:03:00.000,2016-10-03T12:00:00.000,DSNY,Department of Sanitation,Other Enforcement,E2A Storage Of Receptacles,Sidewalk,11413,146-43 221 STREET,221 STREET,146 AVENUE,SPRINGFIELD LANE,ADDRESS,Springfield Gardens,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,2016-10-03T12:00:00.000,13 QUEENS,QUEENS,1050987,180072,Unspecified,QUEENS,40.66068125089528,-73.7594577743373,"{'type': 'Point', 'coordinates': [-73.7594577743373, 40.66068125089528]}",,,
34431028,2016-09-29T21:03:00.000,2016-09-30T09:54:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,70 AVE,METROPOLITAN AVE,INTERSECTION,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2016-09-30T09:54:00.000,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,,,,70 AVE,METROPOLITAN AVE,
34431059,2016-09-29T21:02:28.000,2016-11-07T12:19:43.000,EDC,Economic Development Corporation,Noise - Helicopter,NYPD,Above Address,11206,81 CENTRAL AVENUE,CENTRAL AVENUE,MELROSE STREET,JEFFERSON STREET,ADDRESS,BROOKLYN,N/A,Closed,2016-10-09T21:02:28.000,"The New York City Economic Development Corporation determined that this issue is not within its jurisdiction because the helicopter did not belong to a tour operating company. Instead, it was most likely a law enforcement or news gathering helicopter, which is not subject to the routing protocols established for tour helicopters.",2016-11-07T12:19:43.000,04 BROOKLYN,BROOKLYN,1003655,194625,Unspecified,BROOKLYN,40.70085615798661,-73.93001589252529,"{'type': 'Point', 'coordinates': [-73.93001589252529, 40.70085615798661]}",,,
34434362,2016-09-29T21:02:04.000,2016-09-29T22:27:02.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11216,175 LEXINGTON AVENUE,LEXINGTON AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T05:02:04.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-29T22:27:02.000,03 BROOKLYN,BROOKLYN,996605,189633,Unspecified,BROOKLYN,40.68716692728975,-73.95545085887102,"{'type': 'Point', 'coordinates': [-73.95545085887102, 40.68716692728975]}",,,
34432210,2016-09-29T21:01:30.000,2016-09-29T22:05:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1223 PROSPECT AVENUE,PROSPECT AVENUE,EAST 167 STREET,HOME STREET,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:01:30.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2016-09-29T22:05:46.000,03 BRONX,BRONX,1012360,240731,Unspecified,BRONX,40.82738175333532,-73.89842853729313,"{'type': 'Point', 'coordinates': [-73.89842853729313, 40.82738175333532]}",,,
34435834,2016-09-29T21:01:21.000,2016-09-29T22:07:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10035,502 EAST 118 STREET,EAST 118 STREET,PLEASANT AVENUE,DEAD END,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T05:01:21.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2016-09-29T22:07:54.000,11 MANHATTAN,MANHATTAN,1003066,229391,Unspecified,MANHATTAN,40.796281307705485,-73.93204284799025,"{'type': 'Point', 'coordinates': [-73.93204284799025, 40.796281307705485]}",,,
34440672,2016-09-29T21:01:00.000,2016-09-30T12:00:00.000,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10030,266 WEST  139 STREET,WEST  139 STREET,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,DSNY Garage,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,2016-09-30T12:00:00.000,10 MANHATTAN,MANHATTAN,999712,237596,Unspecified,MANHATTAN,40.818808265676005,-73.9441374820272,"{'type': 'Point', 'coordinates': [-73.9441374820272, 40.818808265676005]}",,,
34436199,2016-09-29T21:00:56.000,2016-09-29T21:39:30.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10310,,,,,INTERSECTION,STATEN ISLAND,Precinct,Closed,2016-09-30T05:00:56.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2016-09-29T21:39:30.000,01 STATEN ISLAND,STATEN ISLAND,953614,173356,Unspecified,STATEN ISLAND,40.6424458113425,-74.1103919920845,"{'type': 'Point', 'coordinates': [-74.1103919920845, 40.6424458113425]}",ARLINGTON COURT,DAVIS AVENUE,
34434959,2016-09-29T21:00:49.000,2016-09-29T21:23:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10472,1207 BEACH AVENUE,BEACH AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,Precinct,Closed,2016-09-30T05:00:49.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-29T21:23:23.000,09 BRONX,BRONX,1021327,241829,Unspecified,BRONX,40.83036235589997,-73.86602154214397,"{'type': 'Point', 'coordinates': [-73.86602154214397, 40.83036235589997]}",,,
34436972,2016-09-29T21:00:34.000,2016-09-29T21:32:00.000,DHS,Operations Unit - Department of Homeless Services,Homeless Person Assistance,N/A,Street/Sidewalk,,WEST   73 STREET,WEST   73 STREET,BROADWAY,,,,N/A,Closed,2016-09-29T22:00:34.000,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2016-09-29T21:32:00.000,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,
34430638,2016-09-29T21:00:27.000,2016-09-30T04:05:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,7524 18 AVENUE,18 AVENUE,BAY RIDGE PARKWAY,76 STREET,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T05:00:27.000,The Police Department issued a summons in response to the complaint.,2016-09-30T04:05:49.000,11 BROOKLYN,BROOKLYN,985308,162681,Unspecified,BROOKLYN,40.61319810545293,-73.99618933526044,"{'type': 'Point', 'coordinates': [-73.99618933526044, 40.61319810545293]}",,,
34430011,2016-09-29T21:00:17.000,2016-10-14T09:43:25.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11216,905 STERLING PLACE,STERLING PLACE,,,ADDRESS,BROOKLYN,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2016-10-14T09:43:25.000,08 BROOKLYN,BROOKLYN,998486,184273,Unspecified,BROOKLYN,40.672452119566984,-73.94867975231742,"{'type': 'Point', 'coordinates': [-73.94867975231742, 40.672452119566984]}",,,
34434397,2016-09-29T21:00:00.000,2016-10-06T19:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10128,245 EAST   93 STREET,EAST   93 STREET,3 AVE,2 AVE,ADDRESS,NEW YORK,N/A,Closed,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2016-10-06T19:30:00.000,08 MANHATTAN,MANHATTAN,998180,224488,Unspecified,MANHATTAN,40.78283294479902,-73.94969962342734,"{'type': 'Point', 'coordinates': [-73.94969962342734, 40.78283294479902]}",,,
34434384,2016-09-29T21:00:00.000,2016-10-05T21:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10013,29 GREENE STREET,GREENE STREET,CANAL ST,GRAND ST,ADDRESS,NEW YORK,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2016-10-05T21:15:00.000,02 MANHATTAN,MANHATTAN,983578,202095,Unspecified,MANHATTAN,40.721380783563525,-74.00242431324658,"{'type': 'Point', 'coordinates': [-74.00242431324658, 40.721380783563525]}",,,
34434665,2016-09-29T20:59:45.000,2016-10-17T14:03:24.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11367,147-51 72 ROAD,72 ROAD,,,ADDRESS,Flushing,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2016-10-17T14:03:24.000,08 QUEENS,QUEENS,1034400,204089,Unspecified,QUEENS,40.72671169487806,-73.81906380734883,"{'type': 'Point', 'coordinates': [-73.81906380734883, 40.72671169487806]}",,,
34433916,2016-09-29T20:59:45.000,2016-10-17T14:03:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11367,147-51 72 ROAD,72 ROAD,,,ADDRESS,Flushing,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-17T14:03:24.000,08 QUEENS,QUEENS,1034400,204089,Unspecified,QUEENS,40.72671169487806,-73.81906380734883,"{'type': 'Point', 'coordinates': [-73.81906380734883, 40.72671169487806]}",,,
34432881,2016-09-29T20:59:45.000,2016-10-17T14:03:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11367,147-51 72 ROAD,72 ROAD,,,ADDRESS,Flushing,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-17T14:03:24.000,08 QUEENS,QUEENS,1034400,204089,Unspecified,QUEENS,40.72671169487806,-73.81906380734883,"{'type': 'Point', 'coordinates': [-73.81906380734883, 40.72671169487806]}",,,
34435986,2016-09-29T20:59:44.000,2016-10-17T20:53:44.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11367,147-51 72 ROAD,72 ROAD,,,ADDRESS,Flushing,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2016-10-17T20:53:44.000,08 QUEENS,QUEENS,1034400,204089,Unspecified,QUEENS,40.72671169487806,-73.81906380734883,"{'type': 'Point', 'coordinates': [-73.81906380734883, 40.72671169487806]}",,,
34436535,2016-09-29T20:59:44.000,2016-10-17T20:53:45.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11367,147-51 72 ROAD,72 ROAD,,,ADDRESS,Flushing,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-17T20:53:45.000,08 QUEENS,QUEENS,1034400,204089,Unspecified,QUEENS,40.72671169487806,-73.81906380734883,"{'type': 'Point', 'coordinates': [-73.81906380734883, 40.72671169487806]}",,,
34434829,2016-09-29T20:59:44.000,2016-10-17T14:03:23.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11367,147-51 72 ROAD,72 ROAD,,,ADDRESS,Flushing,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2016-10-17T14:03:23.000,08 QUEENS,QUEENS,1034400,204089,Unspecified,QUEENS,40.72671169487806,-73.81906380734883,"{'type': 'Point', 'coordinates': [-73.81906380734883, 40.72671169487806]}",,,
34436841,2016-09-29T20:59:39.000,2016-09-29T23:48:50.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10463,238 WEST 238 STREET,WEST 238 STREET,REVIEW PLACE,BROADWAY,ADDRESS,BRONX,Precinct,Closed,2016-09-30T04:59:39.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-29T23:48:50.000,08 BRONX,BRONX,1011830,261713,Unspecified,BRONX,40.884972704224744,-73.90025728744547,"{'type': 'Point', 'coordinates': [-73.90025728744547, 40.884972704224744]}",,,
34437061,2016-09-29T20:59:28.000,2016-09-30T11:13:18.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11230,1438 OCEAN AVENUE,OCEAN AVENUE,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T04:59:28.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-30T11:13:18.000,14 BROOKLYN,BROOKLYN,996282,167730,Unspecified,BROOKLYN,40.627048451469705,-73.9566545983824,"{'type': 'Point', 'coordinates': [-73.9566545983824, 40.627048451469705]}",,,
34436240,2016-09-29T20:59:17.000,2016-09-30T01:36:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11206,599 FLUSHING AVENUE,FLUSHING AVENUE,LEE AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T04:59:17.000,The Police Department reviewed your complaint and provided additional information below.,2016-09-30T01:36:38.000,01 BROOKLYN,BROOKLYN,997994,194221,Unspecified,BROOKLYN,40.699757875747494,-73.95043310092696,"{'type': 'Point', 'coordinates': [-73.95043310092696, 40.699757875747494]}",,,
34441800,2016-09-29T20:59:00.000,2016-10-03T12:00:00.000,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11236,601 EAST   82 STREET,EAST   82 STREET,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,DSNY Garage,Closed,,The vehicle you reported has been removed by the Department of Sanitation.,2016-10-03T12:00:00.000,18 BROOKLYN,BROOKLYN,1007785,172289,Unspecified,BROOKLYN,40.63953884242323,-73.91519904461434,"{'type': 'Point', 'coordinates': [-73.91519904461434, 40.63953884242323]}",,,
34434510,2016-09-29T20:58:06.000,2016-10-03T15:16:16.000,DOF,Senior Citizen Rent Increase Exemption Unit,SCRIE,Initial Application,Senior Address,10011,,,,,ADDRESS,NEW YORK,N/A,Closed,2016-10-13T20:58:06.000,We have researched your claim.,2016-10-03T15:16:16.000,05 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,,,,,,
34431104,2016-09-29T20:56:43.000,2016-10-31T09:05:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11206,96 HART STREET,HART STREET,,,ADDRESS,BROOKLYN,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2016-10-31T09:05:20.000,03 BROOKLYN,BROOKLYN,998747,191863,Unspecified,BROOKLYN,40.693284513482766,-73.94772252803106,"{'type': 'Point', 'coordinates': [-73.94772252803106, 40.693284513482766]}",,,
34434010,2016-09-29T20:56:43.000,2016-10-31T09:05:20.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11206,96 HART STREET,HART STREET,,,ADDRESS,BROOKLYN,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2016-10-31T09:05:20.000,03 BROOKLYN,BROOKLYN,998747,191863,Unspecified,BROOKLYN,40.693284513482766,-73.94772252803106,"{'type': 'Point', 'coordinates': [-73.94772252803106, 40.693284513482766]}",,,
34430935,2016-09-29T20:56:42.000,2016-11-04T10:15:30.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11206,96 HART STREET,HART STREET,,,ADDRESS,BROOKLYN,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2016-11-04T10:15:30.000,03 BROOKLYN,BROOKLYN,998747,191863,Unspecified,BROOKLYN,40.693284513482766,-73.94772252803106,"{'type': 'Point', 'coordinates': [-73.94772252803106, 40.693284513482766]}",,,
34436706,2016-09-29T20:56:04.000,2016-11-29T06:16:53.000,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Restaurant/Bar/Deli/Bakery,10301,1 BAY STREET,BAY STREET,FERRY TERMINAL DRIVE,BEND,ADDRESS,STATEN ISLAND,N/A,Closed,2016-11-28T20:56:04.000,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",2016-11-29T06:16:53.000,01 STATEN ISLAND,STATEN ISLAND,963975,173966,Unspecified,STATEN ISLAND,40.64414990835244,-74.07305961838915,"{'type': 'Point', 'coordinates': [-74.07305961838915, 40.64414990835244]}",,,
34437068,2016-09-29T20:55:52.000,2016-09-30T00:35:03.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10003,338 EAST 14 STREET,EAST 14 STREET,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Precinct,Closed,2016-09-30T04:55:52.000,The Police Department responded to the complaint and took action to fix the condition.,2016-09-30T00:35:03.000,03 MANHATTAN,MANHATTAN,988797,205882,Unspecified,MANHATTAN,40.73177403385522,-73.98359364327311,"{'type': 'Point', 'coordinates': [-73.98359364327311, 40.73177403385522]}",,,
34434301,2016-09-29T20:55:18.000,2016-09-30T01:48:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11224,3024 WEST 23 STREET,WEST 23 STREET,SURF AVENUE,HIGHLAND VIEW AVENUE,ADDRESS,BROOKLYN,Precinct,Closed,2016-09-30T04:55:18.000,The Police Department responded to the complaint and determined that police action was not necessary.,2016-09-30T01:48:59.000,13 BROOKLYN,BROOKLYN,987145,148176,Unspecified,BROOKLYN,40.573384384934094,-73.98957911265117,"{'type': 'Point', 'coordinates': [-73.98957911265117, 40.573384384934094]}",,,
34434758,2016-09-29T20:54:41.000,2016-10-04T11:29:20.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10453,25 WEST TREMONT AVENUE,WEST TREMONT AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2016-10-04T11:29:20.000,05 BRONX,BRONX,1008906,249670,Unspecified,BRONX,40.851927011602015,-73.91087620016408,"{'type': 'Point', 'coordinates': [-73.91087620016408, 40.851927011602015]}",,,
34435603,2016-09-29T20:54:41.000,2016-10-04T11:29:20.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,25 WEST TREMONT AVENUE,WEST TREMONT AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2016-10-04T11:29:20.000,05 BRONX,BRONX,1008906,249670,Unspecified,BRONX,40.851927011602015,-73.91087620016408,"{'type': 'Point', 'coordinates': [-73.91087620016408, 40.851927011602015]}",,,
34434680,2016-09-29T20:54:41.000,2016-10-04T11:29:20.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,25 WEST TREMONT AVENUE,WEST TREMONT AVENUE,,,ADDRESS,BRONX,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2016-10-04T11:29:20.000,05 BRONX,BRONX,1008906,249670,Unspecified,BRONX,40.851927011602015,-73.91087620016408,"{'type': 'Point', 'coordinates': [-73.91087620016408, 40.851927011602015]}",,,
